sample_no,docid,sentence1,sentence2,location1,location2,event1,event2,sent1_id,sent2_id,same_sent,predicted
334,1999-07-07-0508,"L'environnement immédiat des grands centres urbains [ bénéficie ] logiquement de cet attrait des Français pour les villes : la population des petites unités urbaines de moins de 10.000 habitants progresse plus vite que la moyenne nationale et , à l'intérieur du monde rural , ce sont les communes les plus proches des pôles urbains importants qui absorbent l'essentiel de la croissance .","A l'inverse , les communes trop excentrées voient leur population stagner , voire [ diminuer ] .",6,13,bénéficie,diminuer,11,12,0,BEFORE
335,1999-07-07-0508,"L'environnement immédiat des grands centres urbains bénéficie logiquement de cet attrait des Français pour les villes : la population des petites unités urbaines de moins de 10.000 habitants [ progresse ] plus vite que la moyenne nationale et , à l'intérieur du monde rural , ce sont les communes les plus proches des pôles urbains importants qui absorbent l'essentiel de la croissance .","L'environnement immédiat des grands centres urbains bénéficie logiquement de cet attrait des Français pour les villes : la population des petites unités urbaines de moins de 10.000 habitants progresse plus vite que la moyenne nationale et , à l'intérieur du monde rural , ce sont les communes les plus proches des pôles urbains importants qui [ absorbent ] l'essentiel de la croissance .",28,55,progresse,absorbent,11,11,1,AFTER
336,1999-07-07-0508,"L'environnement immédiat des grands centres urbains bénéficie logiquement de cet attrait des Français pour les villes : la population des petites unités urbaines de moins de 10.000 habitants [ progresse ] plus vite que la moyenne nationale et , à l'intérieur du monde rural , ce sont les communes les plus proches des pôles urbains importants qui absorbent l'essentiel de la croissance .","A l'inverse , les communes trop excentrées [ voient ] leur population stagner , voire diminuer .",28,7,progresse,voient,11,12,0,BEFORE
337,1999-07-07-0508,"L'environnement immédiat des grands centres urbains bénéficie logiquement de cet attrait des Français pour les villes : la population des petites unités urbaines de moins de 10.000 habitants [ progresse ] plus vite que la moyenne nationale et , à l'intérieur du monde rural , ce sont les communes les plus proches des pôles urbains importants qui absorbent l'essentiel de la croissance .","A l'inverse , les communes trop excentrées voient leur population [ stagner ] , voire diminuer .",28,10,progresse,stagner,11,12,0,EQUAL
338,1999-07-07-0508,"L'environnement immédiat des grands centres urbains bénéficie logiquement de cet attrait des Français pour les villes : la population des petites unités urbaines de moins de 10.000 habitants [ progresse ] plus vite que la moyenne nationale et , à l'intérieur du monde rural , ce sont les communes les plus proches des pôles urbains importants qui absorbent l'essentiel de la croissance .","A l'inverse , les communes trop excentrées voient leur population stagner , voire [ diminuer ] .",28,13,progresse,diminuer,11,12,0,BEFORE
339,1999-07-07-0508,"L'environnement immédiat des grands centres urbains bénéficie logiquement de cet attrait des Français pour les villes : la population des petites unités urbaines de moins de 10.000 habitants progresse plus vite que la moyenne nationale et , à l'intérieur du monde rural , ce sont les communes les plus proches des pôles urbains importants qui [ absorbent ] l'essentiel de la croissance .","A l'inverse , les communes trop excentrées [ voient ] leur population stagner , voire diminuer .",55,7,absorbent,voient,11,12,0,AFTER
340,1999-07-07-0508,"L'environnement immédiat des grands centres urbains bénéficie logiquement de cet attrait des Français pour les villes : la population des petites unités urbaines de moins de 10.000 habitants progresse plus vite que la moyenne nationale et , à l'intérieur du monde rural , ce sont les communes les plus proches des pôles urbains importants qui [ absorbent ] l'essentiel de la croissance .","A l'inverse , les communes trop excentrées voient leur population [ stagner ] , voire diminuer .",55,10,absorbent,stagner,11,12,0,BEFORE
341,1999-07-07-0508,"L'environnement immédiat des grands centres urbains bénéficie logiquement de cet attrait des Français pour les villes : la population des petites unités urbaines de moins de 10.000 habitants progresse plus vite que la moyenne nationale et , à l'intérieur du monde rural , ce sont les communes les plus proches des pôles urbains importants qui [ absorbent ] l'essentiel de la croissance .","A l'inverse , les communes trop excentrées voient leur population stagner , voire [ diminuer ] .",55,13,absorbent,diminuer,11,12,0,AFTER
342,1999-07-07-0508,"A l'inverse , les communes trop excentrées [ voient ] leur population stagner , voire diminuer .","A l'inverse , les communes trop excentrées voient leur population [ stagner ] , voire diminuer .",7,10,voient,stagner,12,12,1,BEFORE
343,1999-07-07-0508,"A l'inverse , les communes trop excentrées [ voient ] leur population stagner , voire diminuer .","A l'inverse , les communes trop excentrées voient leur population stagner , voire [ diminuer ] .",7,13,voient,diminuer,12,12,1,EQUAL
344,1999-07-07-0508,"A l'inverse , les communes trop excentrées [ voient ] leur population stagner , voire diminuer .","Seules les banlieues ne profitent pas de l'attrait des villes : leur croissance , de 0,41 % par an en moyenne entre 1990 et 1999 , s ' est [ ralentie ] par rapport au recensement précédent .",7,29,voient,ralentie,12,13,0,BEFORE
345,1999-07-07-0508,"A l'inverse , les communes trop excentrées voient leur population [ stagner ] , voire diminuer .","A l'inverse , les communes trop excentrées voient leur population stagner , voire [ diminuer ] .",10,13,stagner,diminuer,12,12,1,AFTER
346,1999-07-07-0508,"A l'inverse , les communes trop excentrées voient leur population [ stagner ] , voire diminuer .","Seules les banlieues ne profitent pas de l'attrait des villes : leur croissance , de 0,41 % par an en moyenne entre 1990 et 1999 , s ' est [ ralentie ] par rapport au recensement précédent .",10,29,stagner,ralentie,12,13,0,BEFORE
347,1999-07-07-0508,"A l'inverse , les communes trop excentrées voient leur population stagner , voire [ diminuer ] .","Seules les banlieues ne profitent pas de l'attrait des villes : leur croissance , de 0,41 % par an en moyenne entre 1990 et 1999 , s ' est [ ralentie ] par rapport au recensement précédent .",13,29,diminuer,ralentie,12,13,0,EQUAL
348,1999-05-20-1029,"_ Les Utah Jazz , dauphins des Chicago Bulls depuis deux ans et favoris pour la succession [ ouverte ] par la retraite de Michael Jordan , ont ouvert par une victoire à domicile sur Portland leur demi - finale de la conférence ouest mardi soir à Salt Lake City .","_ Les Utah Jazz , dauphins des Chicago Bulls depuis deux ans et favoris pour la succession ouverte par la retraite de Michael Jordan , ont [ ouvert ] par une victoire à domicile sur Portland leur demi - finale de la conférence ouest mardi soir à Salt Lake City .",17,26,ouverte,ouvert,2,2,1,BEFORE
349,1999-05-20-1029,"_ Les Utah Jazz , dauphins des Chicago Bulls depuis deux ans et favoris pour la succession [ ouverte ] par la retraite de Michael Jordan , ont ouvert par une victoire à domicile sur Portland leur demi - finale de la conférence ouest mardi soir à Salt Lake City .","Les Jazz , après avoir [ frôlé ] l' élimination au premier tour , se sont imposés 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de recevoir les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .",17,5,ouverte,frôlé,2,3,0,EQUAL
350,1999-05-20-1029,"_ Les Utah Jazz , dauphins des Chicago Bulls depuis deux ans et favoris pour la succession [ ouverte ] par la retraite de Michael Jordan , ont ouvert par une victoire à domicile sur Portland leur demi - finale de la conférence ouest mardi soir à Salt Lake City .","Les Jazz , après avoir frôlé l' élimination au premier tour , se sont [ imposés ] 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de recevoir les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .",17,14,ouverte,imposés,2,3,0,BEFORE
351,1999-05-20-1029,"_ Les Utah Jazz , dauphins des Chicago Bulls depuis deux ans et favoris pour la succession [ ouverte ] par la retraite de Michael Jordan , ont ouvert par une victoire à domicile sur Portland leur demi - finale de la conférence ouest mardi soir à Salt Lake City .","Les Jazz , après avoir frôlé l' élimination au premier tour , se sont imposés 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de [ recevoir ] les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .",17,30,ouverte,recevoir,2,3,0,BEFORE
352,1999-05-20-1029,"_ Les Utah Jazz , dauphins des Chicago Bulls depuis deux ans et favoris pour la succession ouverte par la retraite de Michael Jordan , ont [ ouvert ] par une victoire à domicile sur Portland leur demi - finale de la conférence ouest mardi soir à Salt Lake City .","Les Jazz , après avoir [ frôlé ] l' élimination au premier tour , se sont imposés 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de recevoir les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .",26,5,ouvert,frôlé,2,3,0,BEFORE
353,1999-05-20-1029,"_ Les Utah Jazz , dauphins des Chicago Bulls depuis deux ans et favoris pour la succession ouverte par la retraite de Michael Jordan , ont [ ouvert ] par une victoire à domicile sur Portland leur demi - finale de la conférence ouest mardi soir à Salt Lake City .","Les Jazz , après avoir frôlé l' élimination au premier tour , se sont [ imposés ] 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de recevoir les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .",26,14,ouvert,imposés,2,3,0,AFTER
354,1999-05-20-1029,"_ Les Utah Jazz , dauphins des Chicago Bulls depuis deux ans et favoris pour la succession ouverte par la retraite de Michael Jordan , ont [ ouvert ] par une victoire à domicile sur Portland leur demi - finale de la conférence ouest mardi soir à Salt Lake City .","Les Jazz , après avoir frôlé l' élimination au premier tour , se sont imposés 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de [ recevoir ] les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .",26,30,ouvert,recevoir,2,3,0,BEFORE
355,1999-05-20-1029,"Les Jazz , après avoir [ frôlé ] l' élimination au premier tour , se sont imposés 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de recevoir les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .","Les Jazz , après avoir frôlé l' élimination au premier tour , se sont [ imposés ] 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de recevoir les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .",5,14,frôlé,imposés,3,3,1,AFTER
356,1999-05-20-1029,"Les Jazz , après avoir [ frôlé ] l' élimination au premier tour , se sont imposés 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de recevoir les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .","Les Jazz , après avoir frôlé l' élimination au premier tour , se sont imposés 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de [ recevoir ] les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .",5,30,frôlé,recevoir,3,3,1,BEFORE
357,1999-05-20-1029,"Les Jazz , après avoir [ frôlé ] l' élimination au premier tour , se sont imposés 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de recevoir les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .","De leur côté , les New York Knicks , tombeurs au premier tour de Miami , numéro un à l'est , sont [ allés ] s ' imposer 100 à 92 à Atlanta , grâce à 34 points d'Allen Houston et 31 de Latrell Sprewell .",5,22,frôlé,allés,3,4,0,VAGUE
358,1999-05-20-1029,"Les Jazz , après avoir [ frôlé ] l' élimination au premier tour , se sont imposés 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de recevoir les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .","De leur côté , les New York Knicks , tombeurs au premier tour de Miami , numéro un à l'est , sont allés s ' [ imposer ] 100 à 92 à Atlanta , grâce à 34 points d'Allen Houston et 31 de Latrell Sprewell .",5,25,frôlé,imposer,3,4,0,BEFORE
359,1999-05-20-1029,"Les Jazz , après avoir frôlé l' élimination au premier tour , se sont [ imposés ] 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de recevoir les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .","Les Jazz , après avoir frôlé l' élimination au premier tour , se sont imposés 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de [ recevoir ] les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .",14,30,imposés,recevoir,3,3,1,EQUAL
360,1999-05-20-1029,"Les Jazz , après avoir frôlé l' élimination au premier tour , se sont [ imposés ] 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de recevoir les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .","De leur côté , les New York Knicks , tombeurs au premier tour de Miami , numéro un à l'est , sont [ allés ] s ' imposer 100 à 92 à Atlanta , grâce à 34 points d'Allen Houston et 31 de Latrell Sprewell .",14,22,imposés,allés,3,4,0,BEFORE
361,1999-05-20-1029,"Les Jazz , après avoir frôlé l' élimination au premier tour , se sont [ imposés ] 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de recevoir les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .","De leur côté , les New York Knicks , tombeurs au premier tour de Miami , numéro un à l'est , sont allés s ' [ imposer ] 100 à 92 à Atlanta , grâce à 34 points d'Allen Houston et 31 de Latrell Sprewell .",14,25,imposés,imposer,3,4,0,BEFORE
362,1999-05-20-1029,"Les Jazz , après avoir frôlé l' élimination au premier tour , se sont imposés 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de [ recevoir ] les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .","De leur côté , les New York Knicks , tombeurs au premier tour de Miami , numéro un à l'est , sont [ allés ] s ' imposer 100 à 92 à Atlanta , grâce à 34 points d'Allen Houston et 31 de Latrell Sprewell .",30,22,recevoir,allés,3,4,0,BEFORE
363,1999-05-20-1029,"Les Jazz , après avoir frôlé l' élimination au premier tour , se sont imposés 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de [ recevoir ] les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .","De leur côté , les New York Knicks , tombeurs au premier tour de Miami , numéro un à l'est , sont allés s ' [ imposer ] 100 à 92 à Atlanta , grâce à 34 points d'Allen Houston et 31 de Latrell Sprewell .",30,25,recevoir,imposer,3,4,0,AFTER
364,1999-05-20-1029,"De leur côté , les New York Knicks , tombeurs au premier tour de Miami , numéro un à l'est , sont [ allés ] s ' imposer 100 à 92 à Atlanta , grâce à 34 points d'Allen Houston et 31 de Latrell Sprewell .","De leur côté , les New York Knicks , tombeurs au premier tour de Miami , numéro un à l'est , sont allés s ' [ imposer ] 100 à 92 à Atlanta , grâce à 34 points d'Allen Houston et 31 de Latrell Sprewell .",22,25,allés,imposer,4,4,1,BEFORE
365,1999-05-20-1029,"De leur côté , les New York Knicks , tombeurs au premier tour de Miami , numéro un à l'est , sont [ allés ] s ' imposer 100 à 92 à Atlanta , grâce à 34 points d'Allen Houston et 31 de Latrell Sprewell .",Ils [ font ] maintenant figure de favoris pour une place en finale de conférence Est. .,22,1,allés,font,4,5,0,AFTER
366,1999-05-20-1029,"De leur côté , les New York Knicks , tombeurs au premier tour de Miami , numéro un à l'est , sont allés s ' [ imposer ] 100 à 92 à Atlanta , grâce à 34 points d'Allen Houston et 31 de Latrell Sprewell .",Ils [ font ] maintenant figure de favoris pour une place en finale de conférence Est. .,25,1,imposer,font,4,5,0,BEFORE
367,2002-09-29-0965,"Williams Murray , chef cuisinier sur une plate - forme pétrolière en Ecosse et Stéphanie Bahof , professeur de français et de langue étrangère à l'école de langues au Luxembourg , ont été [ unis ] par les liens du mariage .","La cérémonie a [ eu ] lieu à Rotorua , en Nouvelle - Zélande , le 28 août .",33,3,unis,eu,2,3,0,BEFORE
368,1999-05-21-0530,"Vaclav Havel , le président tchèque qui [ souffre ] depuis mardi d'une affection virale des voies respiratoires , a dû être hospitalisé hier soir , après une « détérioration de l'état de santé » , selon le porte - parole .","Vaclav Havel , le président tchèque qui souffre depuis mardi d'une affection virale des voies respiratoires , a [ dû ] être hospitalisé hier soir , après une « détérioration de l'état de santé » , selon le porte - parole .",7,18,souffre,dû,0,0,1,BEFORE
369,1999-05-21-0530,"Vaclav Havel , le président tchèque qui [ souffre ] depuis mardi d'une affection virale des voies respiratoires , a dû être hospitalisé hier soir , après une « détérioration de l'état de santé » , selon le porte - parole .","Vaclav Havel , le président tchèque qui souffre depuis mardi d'une affection virale des voies respiratoires , a dû être [ hospitalisé ] hier soir , après une « détérioration de l'état de santé » , selon le porte - parole .",7,20,souffre,hospitalisé,0,0,1,EQUAL
370,1999-05-21-0530,"Vaclav Havel , le président tchèque qui [ souffre ] depuis mardi d'une affection virale des voies respiratoires , a dû être hospitalisé hier soir , après une « détérioration de l'état de santé » , selon le porte - parole .","Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , [ devait ] être d' extrader hier soir vers l'Allemagne , a annoncé le Parquet de Francfort .",7,22,souffre,devait,0,1,0,BEFORE
371,1999-05-21-0530,"Vaclav Havel , le président tchèque qui [ souffre ] depuis mardi d'une affection virale des voies respiratoires , a dû être hospitalisé hier soir , après une « détérioration de l'état de santé » , selon le porte - parole .","Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , devait être d' extrader hier soir vers l'Allemagne , a [ annoncé ] le Parquet de Francfort .",7,32,souffre,annoncé,0,1,0,BEFORE
372,1999-05-21-0530,"Vaclav Havel , le président tchèque qui souffre depuis mardi d'une affection virale des voies respiratoires , a [ dû ] être hospitalisé hier soir , après une « détérioration de l'état de santé » , selon le porte - parole .","Vaclav Havel , le président tchèque qui souffre depuis mardi d'une affection virale des voies respiratoires , a dû être [ hospitalisé ] hier soir , après une « détérioration de l'état de santé » , selon le porte - parole .",18,20,dû,hospitalisé,0,0,1,BEFORE
373,1999-05-21-0530,"Vaclav Havel , le président tchèque qui souffre depuis mardi d'une affection virale des voies respiratoires , a [ dû ] être hospitalisé hier soir , après une « détérioration de l'état de santé » , selon le porte - parole .","Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , [ devait ] être d' extrader hier soir vers l'Allemagne , a annoncé le Parquet de Francfort .",18,22,dû,devait,0,1,0,EQUAL
374,1999-05-21-0530,"Vaclav Havel , le président tchèque qui souffre depuis mardi d'une affection virale des voies respiratoires , a [ dû ] être hospitalisé hier soir , après une « détérioration de l'état de santé » , selon le porte - parole .","Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , devait être d' extrader hier soir vers l'Allemagne , a [ annoncé ] le Parquet de Francfort .",18,32,dû,annoncé,0,1,0,BEFORE
375,1999-05-21-0530,"Vaclav Havel , le président tchèque qui souffre depuis mardi d'une affection virale des voies respiratoires , a dû être [ hospitalisé ] hier soir , après une « détérioration de l'état de santé » , selon le porte - parole .","Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , [ devait ] être d' extrader hier soir vers l'Allemagne , a annoncé le Parquet de Francfort .",20,22,hospitalisé,devait,0,1,0,AFTER
376,1999-05-21-0530,"Vaclav Havel , le président tchèque qui souffre depuis mardi d'une affection virale des voies respiratoires , a dû être [ hospitalisé ] hier soir , après une « détérioration de l'état de santé » , selon le porte - parole .","Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , devait être d' extrader hier soir vers l'Allemagne , a [ annoncé ] le Parquet de Francfort .",20,32,hospitalisé,annoncé,0,1,0,BEFORE
377,1999-05-21-0530,"Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , [ devait ] être d' extrader hier soir vers l'Allemagne , a annoncé le Parquet de Francfort .","Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , devait être d' extrader hier soir vers l'Allemagne , a [ annoncé ] le Parquet de Francfort .",22,32,devait,annoncé,1,1,1,VAGUE
378,1999-05-21-0530,"Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , [ devait ] être d' extrader hier soir vers l'Allemagne , a annoncé le Parquet de Francfort .","Un haut dirigeant séparatiste kurde , Semdim Sakik , [ reconnu ] coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .",22,9,devait,reconnu,1,2,0,BEFORE
379,1999-05-21-0530,"Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , [ devait ] être d' extrader hier soir vers l'Allemagne , a annoncé le Parquet de Francfort .","Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats [ perpétrés ] par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .",22,20,devait,perpétrés,1,2,0,VAGUE
380,1999-05-21-0530,"Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , [ devait ] être d' extrader hier soir vers l'Allemagne , a annoncé le Parquet de Francfort .","Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et [ accusé ] de séparatisme , a été condamné à mort hier par un tribunal turc .",22,25,devait,accusé,1,2,0,BEFORE
381,1999-05-21-0530,"Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , [ devait ] être d' extrader hier soir vers l'Allemagne , a annoncé le Parquet de Francfort .","Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été [ condamné ] à mort hier par un tribunal turc .",22,31,devait,condamné,1,2,0,AFTER
382,1999-05-21-0530,"Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , devait être d' extrader hier soir vers l'Allemagne , a [ annoncé ] le Parquet de Francfort .","Un haut dirigeant séparatiste kurde , Semdim Sakik , [ reconnu ] coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .",32,9,annoncé,reconnu,1,2,0,BEFORE
383,1999-05-21-0530,"Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , devait être d' extrader hier soir vers l'Allemagne , a [ annoncé ] le Parquet de Francfort .","Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats [ perpétrés ] par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .",32,20,annoncé,perpétrés,1,2,0,VAGUE
384,1999-05-21-0530,"Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , devait être d' extrader hier soir vers l'Allemagne , a [ annoncé ] le Parquet de Francfort .","Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et [ accusé ] de séparatisme , a été condamné à mort hier par un tribunal turc .",32,25,annoncé,accusé,1,2,0,BEFORE
385,1999-05-21-0530,"Hans - Joachim Klein , le complice présumé du terroriste Carlos dans la prise d'otages de l'OPEP en 1975 à Vienne , devait être d' extrader hier soir vers l'Allemagne , a [ annoncé ] le Parquet de Francfort .","Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été [ condamné ] à mort hier par un tribunal turc .",32,31,annoncé,condamné,1,2,0,AFTER
386,1999-05-21-0530,"Un haut dirigeant séparatiste kurde , Semdim Sakik , [ reconnu ] coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .","Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats [ perpétrés ] par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .",9,20,reconnu,perpétrés,2,2,1,BEFORE
387,1999-05-21-0530,"Un haut dirigeant séparatiste kurde , Semdim Sakik , [ reconnu ] coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .","Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et [ accusé ] de séparatisme , a été condamné à mort hier par un tribunal turc .",9,25,reconnu,accusé,2,2,1,VAGUE
388,1999-05-21-0530,"Un haut dirigeant séparatiste kurde , Semdim Sakik , [ reconnu ] coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .","Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été [ condamné ] à mort hier par un tribunal turc .",9,31,reconnu,condamné,2,2,1,BEFORE
389,1999-05-21-0530,"Un haut dirigeant séparatiste kurde , Semdim Sakik , [ reconnu ] coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .",Cela [ laisse ] présager une sentence identique pour le leader kurde Abdullah Ocalan .,9,1,reconnu,laisse,2,3,0,EQUAL
390,1999-05-21-0530,"Un haut dirigeant séparatiste kurde , Semdim Sakik , [ reconnu ] coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .",Cela laisse [ présager ] une sentence identique pour le leader kurde Abdullah Ocalan .,9,2,reconnu,présager,2,3,0,BEFORE
391,1999-05-21-0530,"Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats [ perpétrés ] par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .","Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et [ accusé ] de séparatisme , a été condamné à mort hier par un tribunal turc .",20,25,perpétrés,accusé,2,2,1,AFTER
392,1999-05-21-0530,"Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats [ perpétrés ] par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .","Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été [ condamné ] à mort hier par un tribunal turc .",20,31,perpétrés,condamné,2,2,1,BEFORE
393,1999-05-21-0530,"Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats [ perpétrés ] par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .",Cela [ laisse ] présager une sentence identique pour le leader kurde Abdullah Ocalan .,20,1,perpétrés,laisse,2,3,0,EQUAL
394,1999-05-21-0530,"Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats [ perpétrés ] par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .",Cela laisse [ présager ] une sentence identique pour le leader kurde Abdullah Ocalan .,20,2,perpétrés,présager,2,3,0,BEFORE
395,1999-05-21-0530,"Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et [ accusé ] de séparatisme , a été condamné à mort hier par un tribunal turc .","Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été [ condamné ] à mort hier par un tribunal turc .",25,31,accusé,condamné,2,2,1,AFTER
396,1999-05-21-0530,"Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et [ accusé ] de séparatisme , a été condamné à mort hier par un tribunal turc .",Cela [ laisse ] présager une sentence identique pour le leader kurde Abdullah Ocalan .,25,1,accusé,laisse,2,3,0,BEFORE
397,1999-05-21-0530,"Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et [ accusé ] de séparatisme , a été condamné à mort hier par un tribunal turc .",Cela laisse [ présager ] une sentence identique pour le leader kurde Abdullah Ocalan .,25,2,accusé,présager,2,3,0,AFTER
