sample_no,docid,sentence1,sentence2,location1,location2,event1,event2,sent1_id,sent2_id,same_sent,predicted
3469,adige20040908_id405877,"Ex insegnante di golf , specialità alla quale si è avvicinato da caddy , Singh aveva vinto il mese scorso , per la seconda volta in carriera dopo il 1998 , il campionato Pga , ultimo torneo del Grande Slam di Golf , [ diventando ] il più anziano vincitore della prova e conquistando , al posto del sudafricano Ernie Els , il secondo posto nella classifica mondiale dietro Woods .","Woods , che era diventato il più giovane numero 1 mondiale della storia del golf , il 15 giugno 1997 , a 21 anni e 24 settimane , è rimasto in testa fino a l' altro ieri , per 335 settimane , [ battendo ] così il record dell' australiano Greg Norman ( 331 ) .",43,42,diventando,battendo,2,3,0,BEFORE
3470,adige20040908_id405877,"Ex insegnante di golf , specialità alla quale si è avvicinato da caddy , Singh aveva vinto il mese scorso , per la seconda volta in carriera dopo il 1998 , il campionato Pga , ultimo torneo del Grande Slam di Golf , diventando il più anziano vincitore della prova e [ conquistando ] , al posto del sudafricano Ernie Els , il secondo posto nella classifica mondiale dietro Woods .","Woods , che era [ diventato ] il più giovane numero 1 mondiale della storia del golf , il 15 giugno 1997 , a 21 anni e 24 settimane , è rimasto in testa fino a l' altro ieri , per 335 settimane , battendo così il record dell' australiano Greg Norman ( 331 ) .",51,4,conquistando,diventato,2,3,0,VAGUE
3471,adige20040908_id405877,"Ex insegnante di golf , specialità alla quale si è avvicinato da caddy , Singh aveva vinto il mese scorso , per la seconda volta in carriera dopo il 1998 , il campionato Pga , ultimo torneo del Grande Slam di Golf , diventando il più anziano vincitore della prova e [ conquistando ] , al posto del sudafricano Ernie Els , il secondo posto nella classifica mondiale dietro Woods .","Woods , che era diventato il più giovane numero 1 mondiale della storia del golf , il 15 giugno 1997 , a 21 anni e 24 settimane , è [ rimasto ] in testa fino a l' altro ieri , per 335 settimane , battendo così il record dell' australiano Greg Norman ( 331 ) .",51,29,conquistando,rimasto,2,3,0,BEFORE
3472,adige20040908_id405877,"Ex insegnante di golf , specialità alla quale si è avvicinato da caddy , Singh aveva vinto il mese scorso , per la seconda volta in carriera dopo il 1998 , il campionato Pga , ultimo torneo del Grande Slam di Golf , diventando il più anziano vincitore della prova e [ conquistando ] , al posto del sudafricano Ernie Els , il secondo posto nella classifica mondiale dietro Woods .","Woods , che era diventato il più giovane numero 1 mondiale della storia del golf , il 15 giugno 1997 , a 21 anni e 24 settimane , è rimasto in testa fino a l' altro ieri , per 335 settimane , [ battendo ] così il record dell' australiano Greg Norman ( 331 ) .",51,42,conquistando,battendo,2,3,0,VAGUE
3473,adige20040908_id405877,"Woods , che era [ diventato ] il più giovane numero 1 mondiale della storia del golf , il 15 giugno 1997 , a 21 anni e 24 settimane , è rimasto in testa fino a l' altro ieri , per 335 settimane , battendo così il record dell' australiano Greg Norman ( 331 ) .","Woods , che era diventato il più giovane numero 1 mondiale della storia del golf , il 15 giugno 1997 , a 21 anni e 24 settimane , è [ rimasto ] in testa fino a l' altro ieri , per 335 settimane , battendo così il record dell' australiano Greg Norman ( 331 ) .",4,29,diventato,rimasto,3,3,1,BEFORE
3474,adige20040908_id405877,"Woods , che era [ diventato ] il più giovane numero 1 mondiale della storia del golf , il 15 giugno 1997 , a 21 anni e 24 settimane , è rimasto in testa fino a l' altro ieri , per 335 settimane , battendo così il record dell' australiano Greg Norman ( 331 ) .","Woods , che era diventato il più giovane numero 1 mondiale della storia del golf , il 15 giugno 1997 , a 21 anni e 24 settimane , è rimasto in testa fino a l' altro ieri , per 335 settimane , [ battendo ] così il record dell' australiano Greg Norman ( 331 ) .",4,42,diventato,battendo,3,3,1,BEFORE
3475,adige20040908_id405877,"Woods , che era [ diventato ] il più giovane numero 1 mondiale della storia del golf , il 15 giugno 1997 , a 21 anni e 24 settimane , è rimasto in testa fino a l' altro ieri , per 335 settimane , battendo così il record dell' australiano Greg Norman ( 331 ) .","In tutte le isole Fiji ( 800.000 abitanti a sud del Pacifico , un arcipelago famoso solo per il rugby ) i toni sono subito [ diventati ] quelli della festa nazionale .",4,25,diventato,diventati,3,4,0,AFTER
3476,adige20040908_id405877,"Woods , che era diventato il più giovane numero 1 mondiale della storia del golf , il 15 giugno 1997 , a 21 anni e 24 settimane , è [ rimasto ] in testa fino a l' altro ieri , per 335 settimane , battendo così il record dell' australiano Greg Norman ( 331 ) .","Woods , che era diventato il più giovane numero 1 mondiale della storia del golf , il 15 giugno 1997 , a 21 anni e 24 settimane , è rimasto in testa fino a l' altro ieri , per 335 settimane , [ battendo ] così il record dell' australiano Greg Norman ( 331 ) .",29,42,rimasto,battendo,3,3,1,BEFORE
3477,adige20040908_id405877,"Woods , che era diventato il più giovane numero 1 mondiale della storia del golf , il 15 giugno 1997 , a 21 anni e 24 settimane , è [ rimasto ] in testa fino a l' altro ieri , per 335 settimane , battendo così il record dell' australiano Greg Norman ( 331 ) .","In tutte le isole Fiji ( 800.000 abitanti a sud del Pacifico , un arcipelago famoso solo per il rugby ) i toni sono subito [ diventati ] quelli della festa nazionale .",29,25,rimasto,diventati,3,4,0,BEFORE
3478,adige20040908_id405877,"Woods , che era diventato il più giovane numero 1 mondiale della storia del golf , il 15 giugno 1997 , a 21 anni e 24 settimane , è rimasto in testa fino a l' altro ieri , per 335 settimane , [ battendo ] così il record dell' australiano Greg Norman ( 331 ) .","In tutte le isole Fiji ( 800.000 abitanti a sud del Pacifico , un arcipelago famoso solo per il rugby ) i toni sono subito [ diventati ] quelli della festa nazionale .",42,25,battendo,diventati,3,4,0,AFTER
3479,adige20040908_id405678,MOSCA - La televisione russa Ntv ha [ trasmesso ] ieri sera un video di circa un minuto e mezzo girato dal commando filoceceno all' interno della palestra della scuola sequestrata .,MOSCA - La televisione russa Ntv ha trasmesso ieri sera un video di circa un minuto e mezzo [ girato ] dal commando filoceceno all' interno della palestra della scuola sequestrata .,7,18,trasmesso,girato,0,0,1,AFTER
3480,adige20040908_id405678,MOSCA - La televisione russa Ntv ha [ trasmesso ] ieri sera un video di circa un minuto e mezzo girato dal commando filoceceno all' interno della palestra della scuola sequestrata .,Ntv non ha spiegato come ne sia [ entrata ] in possesso .,7,7,trasmesso,entrata,0,1,0,BEFORE
3481,adige20040908_id405678,MOSCA - La televisione russa Ntv ha trasmesso ieri sera un video di circa un minuto e mezzo [ girato ] dal commando filoceceno all' interno della palestra della scuola sequestrata .,Ntv non ha spiegato come ne sia [ entrata ] in possesso .,18,7,girato,entrata,0,1,0,AFTER
3482,adige20040908_id405678,Ntv non ha spiegato come ne sia [ entrata ] in possesso .,"La videocamera si [ muove ] molto , ma è chiaro che i sequestratori cercavano di filmare il loro dispositivo esplosivo .",7,3,entrata,muove,1,2,0,BEFORE
3483,adige20040908_id405678,Ntv non ha spiegato come ne sia [ entrata ] in possesso .,"La videocamera si muove molto , ma [ è ] chiaro che i sequestratori cercavano di filmare il loro dispositivo esplosivo .",7,7,entrata,è,1,2,0,BEFORE
3484,adige20040908_id405678,Ntv non ha spiegato come ne sia [ entrata ] in possesso .,"La videocamera si muove molto , ma è chiaro che i sequestratori [ cercavano ] di filmare il loro dispositivo esplosivo .",7,12,entrata,cercavano,1,2,0,AFTER
3485,adige20040908_id405678,"La videocamera si [ muove ] molto , ma è chiaro che i sequestratori cercavano di filmare il loro dispositivo esplosivo .","La videocamera si muove molto , ma [ è ] chiaro che i sequestratori cercavano di filmare il loro dispositivo esplosivo .",3,7,muove,è,2,2,1,AFTER
3486,adige20040908_id405678,"La videocamera si [ muove ] molto , ma è chiaro che i sequestratori cercavano di filmare il loro dispositivo esplosivo .","La videocamera si muove molto , ma è chiaro che i sequestratori [ cercavano ] di filmare il loro dispositivo esplosivo .",3,12,muove,cercavano,2,2,1,BEFORE
3487,adige20040908_id405678,"La videocamera si [ muove ] molto , ma è chiaro che i sequestratori cercavano di filmare il loro dispositivo esplosivo .","Si [ intravedono ] i terroristi incappucciati , degli ostaggi seduti con le mani sulla testa e sosprattutto numerose cariche di esplosivo collegate tra loro da fili .",3,1,muove,intravedono,2,3,0,AFTER
3488,adige20040908_id405678,"La videocamera si muove molto , ma [ è ] chiaro che i sequestratori cercavano di filmare il loro dispositivo esplosivo .","La videocamera si muove molto , ma è chiaro che i sequestratori [ cercavano ] di filmare il loro dispositivo esplosivo .",7,12,è,cercavano,2,2,1,BEFORE
3489,adige20040908_id405678,"La videocamera si muove molto , ma [ è ] chiaro che i sequestratori cercavano di filmare il loro dispositivo esplosivo .","Si [ intravedono ] i terroristi incappucciati , degli ostaggi seduti con le mani sulla testa e sosprattutto numerose cariche di esplosivo collegate tra loro da fili .",7,1,è,intravedono,2,3,0,BEFORE
3490,adige20040908_id405678,"La videocamera si muove molto , ma è chiaro che i sequestratori [ cercavano ] di filmare il loro dispositivo esplosivo .","Si [ intravedono ] i terroristi incappucciati , degli ostaggi seduti con le mani sulla testa e sosprattutto numerose cariche di esplosivo collegate tra loro da fili .",12,1,cercavano,intravedono,2,3,0,VAGUE
3491,adige20040908_id405678,"Si [ intravedono ] i terroristi incappucciati , degli ostaggi seduti con le mani sulla testa e sosprattutto numerose cariche di esplosivo collegate tra loro da fili .",Si [ vede ] anche un lanciarazzi .,1,1,intravedono,vede,3,4,0,VAGUE
3492,adige20040908_id405678,Si [ vede ] anche un lanciarazzi .,"C' [ è ] anche , incorniciata da una porta , una donna del commando velata e interamente vestita di nero .",1,1,vede,è,4,5,0,BEFORE
3493,adige20040908_id405678,"C' [ è ] anche , incorniciata da una porta , una donna del commando velata e interamente vestita di nero .",Ostaggi e sequestratori [ sembrano ] relativamente calmi .,1,3,è,sembrano,5,6,0,BEFORE
3494,ANSA14.txt.pos.col,[ Condannate ] a 15 anni di carcere 3 persone persone per aver saccheggiato un negozio a New Orleans dopo l' inondazione dell' uragano Katrina .,Condannate a 15 anni di carcere 3 persone persone per aver [ saccheggiato ] un negozio a New Orleans dopo l' inondazione dell' uragano Katrina .,0,11,Condannate,saccheggiato,0,0,1,VAGUE
3495,ANSA14.txt.pos.col,[ Condannate ] a 15 anni di carcere 3 persone persone per aver saccheggiato un negozio a New Orleans dopo l' inondazione dell' uragano Katrina .,Il giudice ha [ applicato ] il massimo della pena ( dai 3 ai 15 anni ) spiegando di voler dare un esempio .,0,3,Condannate,applicato,0,1,0,BEFORE
3496,ANSA14.txt.pos.col,[ Condannate ] a 15 anni di carcere 3 persone persone per aver saccheggiato un negozio a New Orleans dopo l' inondazione dell' uragano Katrina .,Il giudice ha applicato il massimo della pena ( dai 3 ai 15 anni ) [ spiegando ] di voler dare un esempio .,0,15,Condannate,spiegando,0,1,0,VAGUE
3497,ANSA14.txt.pos.col,Condannate a 15 anni di carcere 3 persone persone per aver [ saccheggiato ] un negozio a New Orleans dopo l' inondazione dell' uragano Katrina .,Il giudice ha [ applicato ] il massimo della pena ( dai 3 ai 15 anni ) spiegando di voler dare un esempio .,11,3,saccheggiato,applicato,0,1,0,BEFORE
3498,ANSA14.txt.pos.col,Condannate a 15 anni di carcere 3 persone persone per aver [ saccheggiato ] un negozio a New Orleans dopo l' inondazione dell' uragano Katrina .,Il giudice ha applicato il massimo della pena ( dai 3 ai 15 anni ) [ spiegando ] di voler dare un esempio .,11,15,saccheggiato,spiegando,0,1,0,BEFORE
3499,ANSA14.txt.pos.col,Il giudice ha [ applicato ] il massimo della pena ( dai 3 ai 15 anni ) spiegando di voler dare un esempio .,Il giudice ha applicato il massimo della pena ( dai 3 ai 15 anni ) [ spiegando ] di voler dare un esempio .,3,15,applicato,spiegando,1,1,1,VAGUE
3500,ANSA14.txt.pos.col,Il giudice ha [ applicato ] il massimo della pena ( dai 3 ai 15 anni ) spiegando di voler dare un esempio .,"I tre imputati erano stati [ sorpresi ] nel settembre scorso all' uscita di un negozio di liquori dopo avere trafugato 27 bottiglie di vino , 6 casse di birra ed una cassa di liquori .",3,5,applicato,sorpresi,1,2,0,EQUAL
3501,ANSA14.txt.pos.col,Il giudice ha [ applicato ] il massimo della pena ( dai 3 ai 15 anni ) spiegando di voler dare un esempio .,"I tre imputati erano stati sorpresi nel settembre scorso all' uscita di un negozio di liquori dopo avere [ trafugato ] 27 bottiglie di vino , 6 casse di birra ed una cassa di liquori .",3,18,applicato,trafugato,1,2,0,BEFORE
3502,ANSA14.txt.pos.col,Il giudice ha applicato il massimo della pena ( dai 3 ai 15 anni ) [ spiegando ] di voler dare un esempio .,"I tre imputati erano stati [ sorpresi ] nel settembre scorso all' uscita di un negozio di liquori dopo avere trafugato 27 bottiglie di vino , 6 casse di birra ed una cassa di liquori .",15,5,spiegando,sorpresi,1,2,0,VAGUE
3503,ANSA14.txt.pos.col,Il giudice ha applicato il massimo della pena ( dai 3 ai 15 anni ) [ spiegando ] di voler dare un esempio .,"I tre imputati erano stati sorpresi nel settembre scorso all' uscita di un negozio di liquori dopo avere [ trafugato ] 27 bottiglie di vino , 6 casse di birra ed una cassa di liquori .",15,18,spiegando,trafugato,1,2,0,AFTER
3504,ANSA14.txt.pos.col,"I tre imputati erano stati [ sorpresi ] nel settembre scorso all' uscita di un negozio di liquori dopo avere trafugato 27 bottiglie di vino , 6 casse di birra ed una cassa di liquori .","I tre imputati erano stati sorpresi nel settembre scorso all' uscita di un negozio di liquori dopo avere [ trafugato ] 27 bottiglie di vino , 6 casse di birra ed una cassa di liquori .",5,18,sorpresi,trafugato,2,2,1,BEFORE
3505,adige20040907_id405599,"PREDAZZO - [ Comincia ] oggi pomeriggio a Predazzo la kermesse dello ski jumping , la spettacolare disciplina dello sci nordico che si pratica anche d' estate sugli speciali trampolini rivestiti di materiale plastico .","PREDAZZO - Comincia oggi pomeriggio a Predazzo la kermesse dello ski jumping , la spettacolare disciplina dello sci nordico che si [ pratica ] anche d' estate sugli speciali trampolini rivestiti di materiale plastico .",2,21,Comincia,pratica,0,0,1,VAGUE
3506,adige20040907_id405599,"PREDAZZO - [ Comincia ] oggi pomeriggio a Predazzo la kermesse dello ski jumping , la spettacolare disciplina dello sci nordico che si pratica anche d' estate sugli speciali trampolini rivestiti di materiale plastico .","I "" Voli d' Estate "" [ entrano ] nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .",2,6,Comincia,entrano,0,1,0,VAGUE
3507,adige20040907_id405599,"PREDAZZO - [ Comincia ] oggi pomeriggio a Predazzo la kermesse dello ski jumping , la spettacolare disciplina dello sci nordico che si pratica anche d' estate sugli speciali trampolini rivestiti di materiale plastico .","I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che [ decreteranno ] i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .",2,14,Comincia,decreteranno,0,1,0,BEFORE
3508,adige20040907_id405599,"PREDAZZO - [ Comincia ] oggi pomeriggio a Predazzo la kermesse dello ski jumping , la spettacolare disciplina dello sci nordico che si pratica anche d' estate sugli speciali trampolini rivestiti di materiale plastico .","I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si [ contenderanno ] i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .",2,22,Comincia,contenderanno,0,1,0,BEFORE
3509,adige20040907_id405599,"PREDAZZO - [ Comincia ] oggi pomeriggio a Predazzo la kermesse dello ski jumping , la spettacolare disciplina dello sci nordico che si pratica anche d' estate sugli speciali trampolini rivestiti di materiale plastico .","I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , [ proposta ] dal Comitato Nordik Ski Fiemme .",2,34,Comincia,proposta,0,1,0,BEFORE
3510,adige20040907_id405599,"PREDAZZO - Comincia oggi pomeriggio a Predazzo la kermesse dello ski jumping , la spettacolare disciplina dello sci nordico che si [ pratica ] anche d' estate sugli speciali trampolini rivestiti di materiale plastico .","I "" Voli d' Estate "" [ entrano ] nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .",21,6,pratica,entrano,0,1,0,BEFORE
3511,adige20040907_id405599,"PREDAZZO - Comincia oggi pomeriggio a Predazzo la kermesse dello ski jumping , la spettacolare disciplina dello sci nordico che si [ pratica ] anche d' estate sugli speciali trampolini rivestiti di materiale plastico .","I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che [ decreteranno ] i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .",21,14,pratica,decreteranno,0,1,0,AFTER
3512,adige20040907_id405599,"PREDAZZO - Comincia oggi pomeriggio a Predazzo la kermesse dello ski jumping , la spettacolare disciplina dello sci nordico che si [ pratica ] anche d' estate sugli speciali trampolini rivestiti di materiale plastico .","I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si [ contenderanno ] i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .",21,22,pratica,contenderanno,0,1,0,VAGUE
3513,adige20040907_id405599,"PREDAZZO - Comincia oggi pomeriggio a Predazzo la kermesse dello ski jumping , la spettacolare disciplina dello sci nordico che si [ pratica ] anche d' estate sugli speciali trampolini rivestiti di materiale plastico .","I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , [ proposta ] dal Comitato Nordik Ski Fiemme .",21,34,pratica,proposta,0,1,0,BEFORE
3514,adige20040907_id405599,"I "" Voli d' Estate "" [ entrano ] nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che [ decreteranno ] i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .",6,14,entrano,decreteranno,1,1,1,EQUAL
3515,adige20040907_id405599,"I "" Voli d' Estate "" [ entrano ] nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si [ contenderanno ] i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .",6,22,entrano,contenderanno,1,1,1,BEFORE
3516,adige20040907_id405599,"I "" Voli d' Estate "" [ entrano ] nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , [ proposta ] dal Comitato Nordik Ski Fiemme .",6,34,entrano,proposta,1,1,1,BEFORE
3517,adige20040907_id405599,"I "" Voli d' Estate "" [ entrano ] nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha [ celebrato ] la terza prova in Polonia registrando una nuova vittoria del fuoriclasse Adam Malysz , il quale ha centrato così tre vittorie in tre gare .",6,14,entrano,celebrato,1,2,0,VAGUE
3518,adige20040907_id405599,"I "" Voli d' Estate "" [ entrano ] nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha celebrato la terza prova in Polonia [ registrando ] una nuova vittoria del fuoriclasse Adam Malysz , il quale ha centrato così tre vittorie in tre gare .",6,20,entrano,registrando,1,2,0,EQUAL
3519,adige20040907_id405599,"I "" Voli d' Estate "" [ entrano ] nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha celebrato la terza prova in Polonia registrando una nuova vittoria del fuoriclasse Adam Malysz , il quale ha [ centrato ] così tre vittorie in tre gare .",6,32,entrano,centrato,1,2,0,BEFORE
3520,adige20040907_id405599,"I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che [ decreteranno ] i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si [ contenderanno ] i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .",14,22,decreteranno,contenderanno,1,1,1,EQUAL
3521,adige20040907_id405599,"I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che [ decreteranno ] i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , [ proposta ] dal Comitato Nordik Ski Fiemme .",14,34,decreteranno,proposta,1,1,1,VAGUE
3522,adige20040907_id405599,"I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che [ decreteranno ] i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha [ celebrato ] la terza prova in Polonia registrando una nuova vittoria del fuoriclasse Adam Malysz , il quale ha centrato così tre vittorie in tre gare .",14,14,decreteranno,celebrato,1,2,0,BEFORE
3523,adige20040907_id405599,"I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che [ decreteranno ] i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha celebrato la terza prova in Polonia [ registrando ] una nuova vittoria del fuoriclasse Adam Malysz , il quale ha centrato così tre vittorie in tre gare .",14,20,decreteranno,registrando,1,2,0,BEFORE
3524,adige20040907_id405599,"I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che [ decreteranno ] i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha celebrato la terza prova in Polonia registrando una nuova vittoria del fuoriclasse Adam Malysz , il quale ha [ centrato ] così tre vittorie in tre gare .",14,32,decreteranno,centrato,1,2,0,AFTER
3525,adige20040907_id405599,"I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si [ contenderanno ] i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , [ proposta ] dal Comitato Nordik Ski Fiemme .",22,34,contenderanno,proposta,1,1,1,BEFORE
3526,adige20040907_id405599,"I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si [ contenderanno ] i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha [ celebrato ] la terza prova in Polonia registrando una nuova vittoria del fuoriclasse Adam Malysz , il quale ha centrato così tre vittorie in tre gare .",22,14,contenderanno,celebrato,1,2,0,EQUAL
3527,adige20040907_id405599,"I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si [ contenderanno ] i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha celebrato la terza prova in Polonia [ registrando ] una nuova vittoria del fuoriclasse Adam Malysz , il quale ha centrato così tre vittorie in tre gare .",22,20,contenderanno,registrando,1,2,0,AFTER
3528,adige20040907_id405599,"I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si [ contenderanno ] i punti della quarta tappa del FIS Summer Grand Prix , proposta dal Comitato Nordik Ski Fiemme .","La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha celebrato la terza prova in Polonia registrando una nuova vittoria del fuoriclasse Adam Malysz , il quale ha [ centrato ] così tre vittorie in tre gare .",22,32,contenderanno,centrato,1,2,0,BEFORE
3529,adige20040907_id405599,"I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , [ proposta ] dal Comitato Nordik Ski Fiemme .","La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha [ celebrato ] la terza prova in Polonia registrando una nuova vittoria del fuoriclasse Adam Malysz , il quale ha centrato così tre vittorie in tre gare .",34,14,proposta,celebrato,1,2,0,EQUAL
3530,adige20040907_id405599,"I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , [ proposta ] dal Comitato Nordik Ski Fiemme .","La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha celebrato la terza prova in Polonia [ registrando ] una nuova vittoria del fuoriclasse Adam Malysz , il quale ha centrato così tre vittorie in tre gare .",34,20,proposta,registrando,1,2,0,BEFORE
3531,adige20040907_id405599,"I "" Voli d' Estate "" entrano nel vivo con le qualificazioni , che decreteranno i migliori 50 atleti che domani si contenderanno i punti della quarta tappa del FIS Summer Grand Prix , [ proposta ] dal Comitato Nordik Ski Fiemme .","La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha celebrato la terza prova in Polonia registrando una nuova vittoria del fuoriclasse Adam Malysz , il quale ha [ centrato ] così tre vittorie in tre gare .",34,32,proposta,centrato,1,2,0,BEFORE
3532,adige20040907_id405599,"La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha [ celebrato ] la terza prova in Polonia registrando una nuova vittoria del fuoriclasse Adam Malysz , il quale ha centrato così tre vittorie in tre gare .","La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha celebrato la terza prova in Polonia [ registrando ] una nuova vittoria del fuoriclasse Adam Malysz , il quale ha centrato così tre vittorie in tre gare .",14,20,celebrato,registrando,2,2,1,AFTER
3533,adige20040907_id405599,"La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha [ celebrato ] la terza prova in Polonia registrando una nuova vittoria del fuoriclasse Adam Malysz , il quale ha centrato così tre vittorie in tre gare .","La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha celebrato la terza prova in Polonia registrando una nuova vittoria del fuoriclasse Adam Malysz , il quale ha [ centrato ] così tre vittorie in tre gare .",14,32,celebrato,centrato,2,2,1,VAGUE
3534,adige20040907_id405599,"La Coppa del Mondo estiva di salto con gli sci lo scorso weekend ha [ celebrato ] la terza prova in Polonia registrando una nuova vittoria del fuoriclasse Adam Malysz , il quale ha centrato così tre vittorie in tre gare .",E proprio Malysz [ guarda ] a Predazzo con estrema fiducia .,14,3,celebrato,guarda,2,3,0,BEFORE
